Date,Value
2023-06-16,129.81304577653907
2023-06-17,134.15569218584653
2023-06-18,113.05487105169541
2023-06-19,114.05634461418066
2023-06-20,109.12972159421273
2023-06-21,120.55475585442707
2023-06-22,126.50850074293481
2023-06-23,92.66602289768988
2023-06-24,114.02201776376025
2023-06-25,98.74865419493396
2023-06-26,125.28653198044874
2023-06-27,131.18059439977395
2023-06-28,118.20169441901415
2023-06-29,122.73162909251903
2023-06-30,103.47991280562957
2023-07-01,120.86691109359893
2023-07-02,129.27242466505504
2023-07-03,123.66976655678073
2023-07-04,109.68858390655873
2023-07-05,132.5962762447324
2023-07-06,108.53816400328577
2023-07-07,127.13037623141565
2023-07-08,138.5170707635885
2023-07-09,131.0006403201819
2023-07-10,124.89584506411765
2023-07-11,114.79750885760177
2023-07-12,122.37883294004959
2023-07-13,140.73004895323467
2023-07-14,118.82456778225094
2023-07-15,111.02986860465728
2023-07-16,116.98492288759881
2023-07-17,126.94840297112913
2023-07-18,109.4141334181725
2023-07-19,114.80089483912508
2023-07-20,104.01823848694313
2023-07-21,114.29038599493127
2023-07-22,122.13443654814527
2023-07-23,118.15225592173195
2023-07-24,118.52392207663294
2023-07-25,119.5705817737554
2023-07-26,119.75754531188059
2023-07-27,143.7007766147216
2023-07-28,137.98163651289346
2023-07-29,92.21817626817923
2023-07-30,110.1910107094107
2023-07-31,146.78510087504057
2023-08-01,116.22220032089503
2023-08-02,117.56725507723769
2023-08-03,129.62509487932826
2023-08-04,131.68535654895308
2023-08-05,127.37334609366566
2023-08-06,129.97856895576066
2023-08-07,120.08490198710271
2023-08-08,126.01225385110087
2023-08-09,123.5365974724407
2023-08-10,116.98091796871925
2023-08-11,152.5049222616967
2023-08-12,135.52945309655888
2023-08-13,142.08462892693615
2023-08-14,133.82954198830782
2023-08-15,109.34337652192099
2023-08-16,128.01971057696608
2023-08-17,144.1396277125474
2023-08-18,128.39039134088014
2023-08-19,124.60428617879613
2023-08-20,122.6627832062245
2023-08-21,126.15291614820116
2023-08-22,124.14728754214
2023-08-23,121.5237042419721
2023-08-24,121.27959784214212
2023-08-25,133.7026866526377
2023-08-26,110.7883242955618
2023-08-27,126.58641603016996
2023-08-28,144.31109775487002
2023-08-29,121.38873943609768
2023-08-30,125.81319351465301
2023-08-31,121.72772616062743
2023-09-01,115.06131545286034
2023-09-02,142.8248443002935
2023-09-03,119.43319738722298
2023-09-04,135.68845182329164
2023-09-05,123.95176206464804
2023-09-06,141.41593318654873
2023-09-07,126.88530337335898
2023-09-08,127.99140550286978
2023-09-09,120.18251435466833
2023-09-10,131.34272067873832
2023-09-11,122.13893718850778
2023-09-12,131.027245868563
2023-09-13,145.2029646581184
2023-09-14,127.22030677241472
2023-09-15,136.66899978692362
2023-09-16,141.1851333285014
2023-09-17,120.92634326240892
2023-09-18,133.65837082093913
2023-09-19,133.30282708933385
2023-09-20,130.9738656460163
2023-09-21,109.50409844190578
2023-09-22,133.89592766150085
2023-09-23,136.2733695433269
2023-09-24,127.02627508949959
2023-09-25,117.43163220185946
2023-09-26,119.63553516536278
2023-09-27,135.0527174579052
2023-09-28,125.23347203137035
2023-09-29,128.88894862936417
2023-09-30,117.46351076255709
2023-10-01,120.16927342409355
2023-10-02,123.93727659488604
2023-10-03,134.2368082452782
2023-10-04,140.1325708727455
2023-10-05,145.38342754667656
2023-10-06,138.59608116091368
2023-10-07,124.57100719551556
2023-10-08,139.31481225338854
2023-10-09,146.88899575643643
2023-10-10,116.86220634143679
2023-10-11,125.76121778429874
2023-10-12,131.37863016009567
2023-10-13,137.7088239374544
2023-10-14,142.46922042809868
2023-10-15,122.61812011533448
2023-10-16,151.27661501274648
2023-10-17,122.34500955309144
2023-10-18,140.72097208258765
2023-10-19,146.88553962424135
2023-10-20,103.98331907210012
2023-10-21,142.814891717438
2023-10-22,116.38521452112722
2023-10-23,125.91879557113072
2023-10-24,141.45868465520454
2023-10-25,146.80046656164131
2023-10-26,106.65707295448198
2023-10-27,140.18198155844445
2023-10-28,127.78172226137733
2023-10-29,128.26559916214097
2023-10-30,134.54074356416928
2023-10-31,137.8418742982159
2023-11-01,138.9005442160011
2023-11-02,128.87070571892593
2023-11-03,147.36034393547646
2023-11-04,131.82219399349074
2023-11-05,138.72733891900347
2023-11-06,117.42367132672314
2023-11-07,142.15016345909925
2023-11-08,146.4223263745398
2023-11-09,113.85700373694073
2023-11-10,152.74682092639136
2023-11-11,127.65363210937176
2023-11-12,136.2503805095231
2023-11-13,120.10077821037436
2023-11-14,125.02717158504191
2023-11-15,129.46899316209024
2023-11-16,142.87763288719103
2023-11-17,135.5222119612748
2023-11-18,139.6330883099148
2023-11-19,134.55880191824542
2023-11-20,141.72385323574304
2023-11-21,126.47931638230402
2023-11-22,134.67580093259562
2023-11-23,129.51404164881603
2023-11-24,135.6380449775341
2023-11-25,138.19221581320457
2023-11-26,134.74195850996603
2023-11-27,152.99818877920103
2023-11-28,150.45756368673753
2023-11-29,133.58237866730565
2023-11-30,139.73877471894474
2023-12-01,135.36332156413403
2023-12-02,141.91253550032212
2023-12-03,131.94917046633012
2023-12-04,153.33286046951474
2023-12-05,136.79085682868703
2023-12-06,132.591055188433
2023-12-07,130.98287801466122
2023-12-08,127.28752331974485
2023-12-09,158.06412236875605
2023-12-10,139.06638218317045
2023-12-11,142.90531781132077
2023-12-12,136.97311243782872
2023-12-13,142.43840570864182
2023-12-14,153.81809849040042
2023-12-15,148.79649894931876
2023-12-16,146.17508450573357
2023-12-17,137.31053788830388
2023-12-18,140.8289536844298
2023-12-19,162.43201717450617
2023-12-20,148.02438048076291
2023-12-21,130.06244502436192
2023-12-22,145.3051177509326
2023-12-23,151.43515483104136
2023-12-24,142.49967725696632
2023-12-25,151.21681360949182
2023-12-26,155.23620727373392
2023-12-27,149.50910991147927
2023-12-28,136.06499156386093
2023-12-29,139.2161513457887
2023-12-30,146.30481300155287
2023-12-31,149.1222570402427
2024-01-01,135.35194978271574
2024-01-02,149.682665749896
2024-01-03,146.1217379544322
2024-01-04,157.40376472947148
2024-01-05,124.04691775378524
2024-01-06,131.62273204879406
2024-01-07,148.79647288310474
2024-01-08,150.5254820294387
2024-01-09,162.94761056234827
2024-01-10,135.67421560836385
2024-01-11,143.3169838853266
2024-01-12,148.18014246226542
2024-01-13,145.21350599450028
2024-01-14,157.71818254724886
2024-01-15,139.78463386197066
2024-01-16,146.34901944408583
2024-01-17,146.77290096137602
2024-01-18,145.1605528124161
2024-01-19,123.45426116082734
2024-01-20,164.74895648458545
2024-01-21,141.0401255722243
2024-01-22,146.0928720183137
2024-01-23,147.2198558995833
2024-01-24,146.7739318673814
2024-01-25,136.78746019561567
2024-01-26,133.4410880540002
2024-01-27,149.7790196448692
2024-01-28,154.8872452091002
2024-01-29,162.15445228531146
2024-01-30,154.08125047826104
2024-01-31,136.7453108184662
2024-02-01,146.3164272971932
2024-02-02,142.4204902442342
2024-02-03,143.24885116915019
2024-02-04,140.49435315035095
2024-02-05,157.20391934578163
2024-02-06,166.36535421850914
2024-02-07,152.14289128207733
2024-02-08,149.26870600699144
2024-02-09,159.38562103335894
2024-02-10,138.26155929395645
2024-02-11,155.25004378507577
2024-02-12,157.0552795420877
2024-02-13,139.94531391584175
2024-02-14,153.4727043171812
2024-02-15,150.9974541921838
2024-02-16,154.84426325998623
2024-02-17,147.43261289026486
2024-02-18,152.24251650092177
2024-02-19,152.0812557557113
2024-02-20,156.42466307191017
2024-02-21,156.14925599836116
2024-02-22,152.17400246313377
2024-02-23,146.39774853258228
2024-02-24,166.3024430439359
2024-02-25,162.071968720589
